id,keyword,location,text,target
1903,burning,,We are not burning. We are just concerned about our mothers daughters and sisters who… https://t.co/58wNcO8D5k,0
1904,burning,Alpharetta GA,Burning Rays by Grey Chow https://t.co/Sm9jXABb27 https://t.co/858YnJjl04,0
1905,burning,The Web,Stress is something that affects many of us. I've shared my tips on how to stop yourself from burning out on the blog: h…,0
1906,burning,,"I can buy eternity I, we were my mind In the fun in the flame burning desire I'm living single It only one compares to tell",0
1907,burning,Watching sakura on Drum Island,"Oh, you don't know The Man? He's everywhere. In the White House, down the hall, MISS MULLINS, she's… https://t.co/HjjP5YxlhT",0
1908,burning,"Cambridgeshire, UK",Stress is something that affects many of us. I've shared my tips on how to stop yourself from burning out on the bl… https://t.co/YsnqYJanTc,0
1909,burning,Lithuania,📽️ | George MacKay Answers Burning Questions From British Vogue ! 'Vogue meets 2020’s brightest stars' #GeorgeMacKay 👉…,0
1911,burning,,According to this tuccha the people calling him &amp; his news house out are trolls. &amp;…,0
1912,burning,Germany,Wanna take a quick peek at My Burning Heart's #voiceacting? Check out #YouTube video showcasing it! #visualnove…,0
1913,burning,doodaczechville,No need to log native forests. There is a needs howe…,0
1914,burning,London,This honestly makes no sense. It's the consumers of the goods and services of those FTSE 100 companies… https://t.co/XLSTAE2Y1I,0
1915,burning,,Listen to this expert... this is why Australia is burning. Ridiculous enviromentalists control of the land for 20…,0
1916,burning,"Tokyo-to, Japan",There was a whole magnificent soul burning brightly behind her “shy.”,0
1917,burning,Indonesia,Decided to learn wood burning https://t.co/hQR7JwhHVy,0
1918,burning,she/her,people that get really hot radiator hands: do ur hands ever get so hot u need to blow on them/put ice on them bc thats me rn help im burning,0
1919,burning,London,sounds like someone is burning their tea,0
1921,burning,"Bengaluru, India",darinde...how i wish i could put these in hot burning oil instead of hanging.,0
1922,burning,,It's like my heart is burning everyday and then the ash is giving pain,0
1923,burning,"Berlin, Deutschland","The Spectator, kein Murdoch-Blatt: https://t.co/LaIqQOMcMK",0
1924,bush%20fires,Norwich UK,Today me and Christian are dedicating our sign language song to everyone in Australia who is affected by the bush fire…,0
1925,bush%20fires,United States,"Linking the bushfire disaster in NSW to climate change is ""an absolute nonsense"" and reducing fuel loads in the Australi…",0
1926,bush%20fires,"Sydney, Australia","I imagine Tony will just say that the bush fires are all part of god's plan, very much doubt he will… https://t.co/ubU3i0ql5P",0
1927,bush%20fires,"Hell,Hades,Mictlan,Tartarus",I wonder how many homes could have been saved in the bush fires if the LNP was not in power #auspol,0
1928,bush%20fires,UK,"Ever since it came out that bush fires in Australia are caused by arsonists, not by ""climate crisis"", the BBC appear a lot…",0
1929,bush%20fires,United Kingdom,Can the year 9’s from who are part of my cohort “navigate” themselves as an injured &amp;… https://t.co/jrci7YAb7H,0
1930,bush%20fires,"North Perth, Perth (WA)",For those outside of Aust who wonder how well ever come back from these fires or how some can sound optimistic. Here is Woodg…,0
1931,bush%20fires,Islas Canarias,More like an ill considered change in bush management and multiple fires set by arsonists.,0
1932,bush%20fires,Wangal Country,"So apparently the solution to bush fires is to chop down all the trees, clear all the land, sell to developers to build wh…",0
1933,bush%20fires,,Murdoch criticises the science of the Australian Bush Fires causes then donates to the relief fund. https://t.co/5r4L1EYyOn,0
1934,bush%20fires,"England, United Kingdom 🏴󠁧󠁢","""Jimmy escaped the fires, but not the pain of devastating loss"" We don’t really have the capacity to grasp this much loss — no…",0
1935,bush%20fires,Australia,Lucy Turnbull hops on board the climate-change/bush-fires bandwagon https://t.co/YV9RdxKZuz,0
1936,bush%20fires,"Queensland, Australia",Video About Australian Bush Fires Has Been Up For A While! Give It Some Love! 💗🙏 #fightthefires https://t.co/bEUByX129H,0
1937,bush%20fires,,We might end up the only 3rd world country where you can drink the water you get 450 a wk on the pension m… https://t.co/3YefawJ24m,0
1939,bush%20fires,Sydney,Oh this is in Australia because of bush fires! But yeah. Welcome to our future.,0
1941,bush%20fires,"Harrogate, England",Here at the EU a gaggle of MEPs are debating the Australian bush fires It’s as sparsely populated as the Outback in her…,0
1942,bush%20fires,uk,Australia fires: Aboriginal planners say the bush 'needs to burn' https://t.co/Y835jVr9Dr,0
1943,bush%20fires,"New South Wales, Australia",Can anyone let me know who is taking charge of all this hundreds of Donations. They have come from all round the wo… https://t.co/K6MrPGPwB6,0
1945,bush%20fires,"Chester, England","2019 is officially Australia’s hottest year on record, &amp; with that has brought an earlier start to bush fire season… https://t.co/fW2N3fuyzu",0
1946,bush%20fires,West Sussex.,"It’s very clear. Like the bush Fires climate change, racism, Brexit and Farage are to blame.",0
1947,bush%20fires,Pan Africa,are offering 2 people the chance to WIN a 3-night stay at their bush home in South Africa. Every $20… https://t.co/5QXFjSZzvR,0
1948,bush%20fires,"Paris, France",It is not just an Australian problem. We need #ClimateActionNow #AustraliaOnFire #TheFutureWeChoose …,0
1949,bush%20fires,,Australia fires: Aboriginal planners say the bush 'needs to burn' https://t.co/omtA1WI6HU,0
1950,bush%20fires,,"I have nothing to promote but you can follow me if you’d like, would also greatly appreciate if you could donate to… https://t.co/RmvChRlAXD",0
1951,bush%20fires,"Sydney, New South Wales",was concerned that every time a question would be ask about the Bush Fires Morrison…,0
1952,bush%20fires,"Sydney, Australia.",I wonder how many homes could have been saved in the bush fires if the LNP was not in power #auspol,0
1953,bush%20fires,,This is what smoke blown in from bad bush fires look like,0
1955,bush%20fires,,Imagine being so stupid you think bush fires are the same as house fires 🔥,0
1957,bush%20fires,"Gippsland Victoria, Australia",While the destruction of wildlife in the bush fires is horrific and distressing. The sight of two kookaburras early th…,0
1958,bush%20fires,,was concerned that every time a question would be ask about the Bush Fires Morr… https://t.co/lVOBB0M5ax,0
1959,bush%20fires,west shoreline Lake Michigan,Thank you to everyone who has bought a charity phone case so far to support the wildlife victims of Australia’s worst ever…,0
1960,bush%20fires,Glasgow,I had a dream that they were shooting 'I'm a Celeb' during the Oz Bush Fires. I'll let you construct your own jok… https://t.co/jvQCQGF8W5,0
1961,bush%20fires,"Witney, Oxfordshire",Australia fires: Aboriginal planners say the bush 'needs to burn' https://t.co/MFxS8C7YXa,0
1963,bush%20fires,,Yup some vegetation require the bush fires to be able to grow.,0
1964,bush%20fires,,"Question: Do sports administrators &amp; directors of sports governing bodies, globally and in Australia, in the wake of t…",0
1965,bush%20fires,"Brisbane, Queensland","In pairs, our workshop participants designed &amp; coded a disaster detector system! 🚨 This pair designed a rural fire detect…",0
1966,bush%20fires,,"I care about root causes, actual facts demonstrated, evidence, not LEA… https://t.co/4Y5nZTKHsx",0
1968,bush%20fires,Ghana,"Please and please again, there should be no burning of refuse, especially, in this harmattan season when bush fires can eas…",0
1969,bush%20fires,"New South Wales, Australia","The first vintage of the decade will tell a story of strength, persistence and loss in the Hunter Valley. Smoke from recent b…",0
1970,bush%20fires,"Sydney, Australia",So Big Ears appointing some dude to talk to people about prevention of bush fires and will take up to 6 months to finish ne…,0
1971,bush%20fires,France,"If you like knitting, you might want to help the Animal Rescue Craft Guild in Australia by knitting a cosy nest, pouch…",0
1974,bush%20fires,Southern California,KANGAROO ISLAND’S UNIQUE WILDLIFE DEVASTATED IN BUSH FIRES – Read more about it on my blog: https://t.co/a2OUQRRuST #B…,0
1975,bush%20fires,,"Well, I asked what the definition for ""climate change"" is, possibly t… https://t.co/DOLcbcHGVG",0
1976,bush%20fires,"Brisbane, Australia","In pairs, our workshop participants designed &amp; coded a disaster detector system! 🚨 This pair designed a rural fire… https://t.co/tQFhDH1fys",0
1977,bush%20fires,,"This story of Jimmy is utterly heartbreaking. 'When people talk about these fires, they often speak of being overwhelmed b…",0
1979,bush%20fires,,About managing Mother Nature and taking Responsibility to prohibit unnecessary uncontrollable bush fires. It´s Natu… https://t.co/3km6ceVJrQ,0
1980,bush%20fires,,"Jeff Bezos says Amazon is donating $690,000 to Australian bush fire efforts – Billionaire Amazon founder Jeff Bezos… https://t.co/3LNRSSOa8d",0
1981,bush%20fires,,Heartening photos show how the Aussie bush is already regrowing https://t.co/uxq693KKIB,0
1982,bush%20fires,,Photos show the Australian bush coming back to life weeks after fires https://t.co/1XxnCDeH2u via,0
1984,bush%20fires,"West Hartford, CT",BBC News - Australia fires: Aboriginal planners say the bush 'needs to burn' https://t.co/4BBuMTIksr,0
1985,bush%20fires,"Austin, TX","Jeff Bezos says Amazon is donating $690,000 to Australian bush fire efforts...#CNBC #Tech https://t.co/kivhyOuMYn",0
1986,bush%20fires,California,I think we will experience more bush fires with world temperatures rise. 😔😔😐 May God help us... We must take steps… https://t.co/hZlpG23K2x,0
1987,bush%20fires,living @ pink glow cloud,me: talks about how j*ff b*zos deserves to be thrown into the australian bush fires he doesnt help out with his imm… https://t.co/oi6G1yPvgQ,0
1989,bush%20fires,Australia,Photos show the Australian bush coming back to life weeks after fires https://t.co/1XxnCDeH2u via,0
1990,bush%20fires,,IT WAS FAKE NEWS TO DIVERT ATTENTION OF THE PLANET..JUST LIKE FAKE BUSH FIRES OF USA......UNQUOTE,0
1991,bush%20fires,,A run has been set up to raise money for the Australian Red Cross to help support those affected by the bush fires. Sun 19…,0
1994,casualties,Kenya,Mwangi Kiunjuri : The Locust Plague and its casualties. #UhuruAddress,0
1996,casualties,"Nairobi, Kenya",Tanga tanga loyalists have suffered a big blow in the reorganization of government by President Uhuru Kenyatta CS Mwangi…,0
1997,casualties,"Bengaluru, India",as if you people are saints you welcome them with stones and Molotov cockta… https://t.co/95687gZnV5,0
1999,casualties,"London, England",Innocent civilians are the main casualties of conflict. And a potential US-Iran war hasn’t even started yet. Imagine wh…,0
2002,casualties,"Fife, Scotland",Such a loss to and the people of NE Fife. pays a lovely tribute to his hard-working staff who are the…,0
2003,casualties,"Rugeley, England",Big hugs to HRH Harry thank you for your tremendous support to our Wounded Injured and Sick over the years . Also for the…,0
2004,casualties,Alaska,Both Iran and US parrot same story that missile attack on Irbil and al-Assad Airbases deliberately avoided US casualties.…,0
2007,casualties,Nairobi,"Unlike previous State of the nation addresses, I realized the DP wasn’t present today also the cabinet reshuffle you could t…",0
2008,casualties,"Manhattan, NY","Unlike previous State of the nation addresses, I realized the DP wasn’t present today also the cabinet reshuffle yo… https://t.co/L1yyuF3tC6",0
2010,casualties,Behind You,Large bipedal beings spotted near.... Police intervened and were immediately vaporized... All officers appeared unharme…,0
2014,casualties,Singapore,But on a high note not much casualties sa mga people. Dont judge. They have to survive first before th… https://t.co/iQSk0lk1mO,0
2017,casualties,"Blue dot, 3rd from Sol",Some analysts need to reevaluate the common belief that CCP will always push until it feels pushback.… https://t.co/RNfPzZ7SW5,0
2018,casualties,,"""I’ve worked for over a decade to help reduce civilian casualties in conflict,"" writes. ""I’ve looked, in g…",0
2020,casualties,,Ilhan Omar laughs and jokes around as her colleague discusses U.S. casualties in Iraq https://t.co/LfpLyXLPQG https://t.co…,0
2022,casualties,,Its casualties... Not killings,0
2025,casualties,,"New images are released from Ayn Al-Assad airbase where was attacked by Iranian ballistic missiles. Just remember, "" There…",0
2027,casualties,,search...rescue...mission...airlift...military...hospital...6...succumbed...extreme...hypothermia...spokesman...Col… https://t.co/FYsUOW9Fqf,0
2028,casualties,Kenya,Tanga tanga loyalists have suffered a big blow in the reorganization of government by President Uhuru Kenyatta CS… https://t.co/y5lAsU5IOV,0
2032,casualties,Hades,"So far: Iran lost her top-terrorist, inflicted zero US or Iraqi casualties, backed down &amp; Trump deescalated. No WWIII happ…",0
2033,casualties,"Texas, USA",Here’s Ilhan Omar giggling &amp; joking around with fellow Muslim Rashida Tlaib while a solemn &amp; respectful update on U.S. C…,0
2034,casualties,deutschland,"They died. US critical cases casualties were transferred by ""C17 'Flying Hospital' - Air force nurse"" fli…",0
2035,casualties,,Smith adds Hart to Hopkins as casualties https://t.co/QK90OSsaZd https://t.co/0iRc1lIjU2,0
2036,casualties,,"Laugh While Rep Address American🇺🇸Casualties In Iraq We left 4,000 plus maybe ev…",0
2038,casualties,,The feeling of brining down a kite successfully after various bouts is just as satisfying as zero casualties on a m… https://t.co/ytke0Zgj49,0
2039,casualties,,"Met my social media volunteers, as a part of Modi ji’s birthday celebrations and decided to celebrate it as “Seva Saal…",0
2041,casualties,Ελλάδα,"I just received the confirmation that the first revenge of #QassemSoleimani came from #Taliban whose delegation, after the at…",0
2043,casualties,Nz exUK,"When #explosiveweapons are used in populated areas, over 9 in every 10 casualties are likely to be civilians. This is a consiste…",0
2044,casualties,,"They died. US critical cases casualties were transferred by ""C17 'Flying Hospital' - Air force nurse""… https://t.co/rGEyNO3pgL",0
2045,casualties,,"US critical cases casualties were transferred by ""C17 'Flying Hospital' - Air force nurse"" flight n… https://t.co/3uAiZw58s5",0
2046,casualties,"My country, right or wrong",This horse-riding adventure on the volcano island should be banned henceforth. Tourism on… https://t.co/Qh6w8bffj8,0
2047,casualties,,"Honouring the sacrifices of the protectors of our motherland, Modi govt has increased monetary assistance to Next of K…",0
2049,casualty,Kent,Next time on #Casualty! Tune in Saturday 21.20pm on Vote for Casualty in the 🏆👉 https://t.co/xCWu…,0
2050,casualty,"Kampala, Uganda","That Ugandan, she is Sister Bunjo on my placement emergency/casualty she saved more lives especially people invol…",0
2051,casualty,Nigeria,"The Crisis group in its 2018 report stated that about 4,000 lives were lost in elections conducted from 2006 to 201… https://t.co/kUtIUtvjDP",0
2052,casualty,"Belfast, Northern Ireland",Fractures https://t.co/Wk9RHUcdje MCP First Aid Training is a professional first aid training company that provides… https://t.co/CVhbknfqJg,0
2053,casualty,"Mumbai, India",The only one who can sense in a moment if his Naira is in danger though it was nothing that could cause an extreme casualty b…,0
2054,casualty,,Study? Don't you mean disinformation campaign? https://t.co/6UNSN6CzYq,0
2056,casualty,,Study? Don't you mean disinformation campaign? https://t.co/6UNSN6CzYq,0
2057,casualty,India,"In year 2019 , record of no casualty due to railway accident . If this epitome can be achieved with present system .Then…",0
2060,casualty,"San Francisco, CA",Count is 80+ Sir and surprisingly no Pak Army casualty??,0
2061,casualty,"Greenwich, England","First print review of The Rediscovery of Tobacco in : ""The anti-smoking establishment's generally hostile reaction t…",0
2063,casualty,"Geelong, Victoria, Australia","That is, if you are fortunate to find mandarins anywhere. At all. Another bushfires casualty, most likely.",0
2064,casualty,"Bolton, England","A casualty of the fires. Burning at times at a speed of up to 3kms a second, many wildlife didn’t stand a chance. With dead…",0
2066,casualty,"Nairobi, Kenya",first locust casualty in 2020. #UhuruAddress,0
2067,casualty,Australia 🇦🇺,Having tasted the blood of their 1st LNP casualty.....another witch hunt &amp; call to arms ensues for more online 'pil… https://t.co/F20p60N0fk,0
2068,casualty,1.00E+39,"2. The zero-casualty count should never be seen as a reason to be complacent, but as a target for further activities of T…",0
2069,casualty,"Karachi, Pakistan",The only one who can sense in a moment if his Naira is in danger though it was nothing that could cause an extreme… https://t.co/lCfLD8Of8l,0
2070,casualty,Bharat,Any dog casualty?,0
2072,casualty,,"KUALA LUMPUR, Jan 14 – AmGeneral Insurance Berhad (AmGeneral) has been accorded with ‘Property &amp;amp; Casualty Insur… https://t.co/3Vvx3xuOX2",0
2073,casualty,,"Yes let's. Very likely 3,270 days from now our nuclear casualty body count would be the same as Fukushima's today. i.e.…",0
2075,casualty,MonKingdom,completely benefited us and had no negative repurcussions” Seriously. Think about how your words and actions will aff…,0
2076,casualty,"South Alabama, USA",They are dropping like flies in the #DemocRATPrimary: The latest casualty #CoreyBooker (aka #Spartacus). Remember #DevalPa…,0
2077,casualty,"Belfast, Northern Ireland","3 years since Jacob told Connie, “It’s over” and I’m still holding out for that reunion! 🙏🏼 #Casualty https://t.co/dwy…",0
2078,casualty,,Dropping Like Flies! Another 2020 Dem Drops Out Of 2020 Presidential Race https://t.co/lCEBCG9KdL 😆Their latest casualty…,0
2079,casualty,Belfast Ireland 🇮🇪,We'll see how far a language commissioner gets him the next time he's sat in casualty for 8 hours,0
2080,casualty,newry,We'll see how far a language commissioner gets him the next time he's sat in casualty for 8 hours,0
2081,casualty,Dundee,Fears department store Beales could be ‘latest casualty’ of Perth’s retail sector https://t.co/W4v1Z0KfiW https://t.co/CVuhYGiVui,0
2082,casualty,"Dundee, UK",Fears department store Beales could be ‘latest casualty’ of Perth’s retail sector https://t.co/l6UKimcDMl https://t.co/3gc8QehSbS,0
2083,casualty,Tasmania,Years ago I nearly was a casualty of cancel culture. Some NZ tweeters had been piling on me on &amp; off for a long time &amp; I exp…,0
2084,casualty,"Wellington, NZ",Years ago I nearly was a casualty of cancel culture. Some NZ tweeters had been piling on me on &amp; off for a long tim… https://t.co/y1k7JeAIw8,0
2085,casualty,"South Petherton, England","Energetic and Comedic Redhead Teen, just seen on #Casualty Playing age 12-15, Northern and American Accents, worked wi…",0
2086,casualty,"Redwood City, CA",SNOW STORM CASUALTY: #FANCYWATEROFTHEDAY https://t.co/qJyi9PheIB,0
2087,casualty,,$adap successful shorting is hard way beyond my own pay grade. Common retail shorts mostly go by char… https://t.co/kjohfOwbZC,0
2088,casualty,"Black Country, England","Despite some ferocious winds and biblical rainfall, I’ve never seen a motorway stop because no-one could see as wip… https://t.co/D3syP9igbz",0
2089,casualty,"Dorking, Surrey",Menopause The Musical 2: Cruising Through Menopause is here Wednesday 18 March 🚢 Starring EastEnders'… https://t.co/f29b9OsjNI,0
2090,casualty,She/her/any 💖,"Hard to believe that today is two years since I set off to film Casualty in Cardiff, and two years since I met… https://t.co/CefYC5NvWF",0
2091,casualty,"West Midlands, England","3 years since Jacob told Connie, “It’s over” and I’m still holding out for that reunion! 🙏🏼 #Casualty https://t.co/dwy43RhaCv",0
2092,casualty,"Broken Hill, New South Wales",Don’t look over here (just another casualty of the changing climate) Look over there at the... well... not sure wha… https://t.co/hKy5Myh4cI,0
2093,casualty,Jamaica,Crawford is a casualty of the lack of mentorship and training in the PNP.,0
2094,casualty,"Long Beach, CA","“It’s a paradox we call reality, so keepin it real will make you a casualty of abnormal normality”",0
2095,casualty,"Sydney, New South Wales",Another casualty tonight for Australia's struggling retail industry. Curious Planet stores will join a long list of closing s…,0
2096,casualty,North Scotland,"Exeter off . The casualty list mounting . Huntington, Leicester last 7 days too ... only 1 jump fixture next Sunday… https://t.co/XsOV7wqLpc",0
2097,catastrophe,,An Instagram model donated more to stop a climate catastrophe than the wealthiest man on Earth. Tax the rich. https://t.c…,0
2098,catastrophe,in the freezer,u know u r fucked when a meme of disoriented catastrophe makes u hungry https://t.co/EPFmYOcB8O,0
2099,catastrophe,,Interviewer: Where do you see yourself in ten years? Me: Scavenging for food in the climate catastrophe ravaged wastelan…,0
2100,catastrophe,Wellington NZ,"Once the fires are out, water will emerge as the next mismanaged catastrophe. Catchment stream flows central north we…",0
2101,catastrophe,"Bristol, England","In the midst of an environmental catastrophe and human tragedy, there’s still a sense of humour to keep people goin… https://t.co/kPDflZZdoq",0
2102,catastrophe,Ngunnawal country,"I have dedicated 14 years of my life to Cancer Research in the pursuit of helping to combat the effects of Cancer, to h…",0
2103,catastrophe,"Perth, Western Australia","""'I think I see one over there—I’ll just loop around,' said Wightman as his vehicle’s exhaust system released the last q…",0
2104,catastrophe,Riverina,"Here's what you can learn from the conservative response to the bushfire crisis — a masterclass in spin, wilful ignorance…",0
2105,catastrophe,Ethiopia,"What if we could develop a catastrophe bond that provided global coverage,… https://t.co/lAIqSbaCwo",0
2106,catastrophe,"Tübingen (with bits of my heart left in Munich, Amsterdam and Boston)",True. But the problem is that convincing people that there is a mistake is much harder.… https://t.co/KAIONWoAIS,0
2107,catastrophe,,"As ever, it'd be a catastrophe for anyone who needs left wing policies but the silver lining of the press destroying h…",0
2108,catastrophe,,"Classic link on Today just now: oceans are heating, we must make rapid emissions cuts starting today or face catastrop…",0
2109,catastrophe,東京,#Nowplaying Catastrophe - Crossfaith (EX_MACHINA) https://t.co/Qk1yNXuWpt,0
2110,catastrophe,,Some people do not know the meaning of catastrophe. No wonder they insist the recent Taal volcanic eruption is a tr… https://t.co/t9VH6rJEVn,0
2111,catastrophe,"Lisboa, Portugal",We may not be able to physically help in anyway. However our thoughts and prayers are with the Filipino people affecte…,0
2112,catastrophe,,I just hope these POLITICIANS are not using the current catastrophe of #Philippines just for the sake of their good… https://t.co/wuURsYULXc,0
2113,catastrophe,,"Deku: All Might!! There's a literal Catastrophe-level demon tearing up town square!!! Yagi, prev All Might, No. 1 Hero: oh…",0
2114,catastrophe,,100% of my twitter feed today is dead skies and P2 masks interposed with coordinated attempts to distort and divert our ra…,0
2115,catastrophe,,P.S. The fire raging in Australia is not an Australian affair. It affects the whole world. It is an international catas…,0
2116,catastrophe,,"Water being trucked in , watching 7, 30 this is looking like the biggest ongoing catastrop… https://t.co/FIWDjNpYXJ",0
2117,catastrophe,"London, England",Been watching #Catastrophe and on Episode 2 of Season 4. Tripping out over a joke Rob made about he’d like Princess… https://t.co/jt4f96q1Yy,0
2118,catastrophe,global,is this true? Please resign as my city is choking from climate catastrophe.,0
2119,catastrophe,,It’s not a catastrophe yet. A catastrophe is an event causing GREAT and usually sudden dama… https://t.co/hK8bxrR1E8,0
2120,catastrophe,"Edinburgh, Scotland",Time to put my prescription I received from Dr Ennis yesterday from to good use with a 'Mighty Classi…,0
2121,catastrophe,Edinburgh,Time to put my prescription I received from Dr Ennis yesterday from to good use with a 'Mighty Cla… https://t.co/jCbLNBTTCY,0
2123,catastrophic,,"If you sacrifice the President and the Senate President to the active volcano, are you running the risk of more catastrophic explosions?",0
2124,catastrophic,Awabakal Land (Lake Macquarie),I’ll say it again. Doctors hate it. The public hates it. Experts hate it and predict it will wreak catastrophic consequences…,0
2125,catastrophic,Planet Earth,Australian fiction is already challenging the idea that catastrophic bushfire is normal | Rachel Fetherson https://t.co/…,0
2126,catastrophic,"Atlanta, GA",The catastrophic fires in Australia are the latest example of the very real and very urgent consequences of climate change…,0
2127,catastrophic,,"Congratulations to the US for finally starting a catastrophic war with the most western friendly, stable nation in the Mid…",0
2128,catastrophic,Panama,a girl and her catastrophic thinking,0
2129,catastrophic,,Australians Are Waking Up To #ScottyfromMarketing And Realizing That s Catastrophic And Abysmal Handing Of…,0
2130,catastrophic,Between the Nether and the mortal plane.,Not to the majorty of people there is not. Although it would be interesting for them to try and b… https://t.co/mpB2I5dAKQ,0
2131,catastrophic,Australia,"Cannot wrap my head around it. Allergies, asthmatics, then those in direct line. Its catastrophic.",0
2132,catastrophic,"Cameraygal Land, Australia","Yeah, I figured the animals ran into the wombat burrows in front of the wombats who were heading in the s… https://t.co/fPC82ColbM",0
2133,catastrophic,,"Chief Constable Peter Goodman has written an open letter to urging him to increase the council precept by £10,…",0
2134,catastrophic,"Geelong, Victoria",When a country spends billions on jets and submarines and subsidies for corporations but only millions on saving the remna…,0
2135,catastrophic,,Thanks to for publishing my piece on how Australian fiction is currently influencing how we think about bushfire…,0
2136,catastrophic,,"“Authors of recent Australian ecofiction ... are shifting that traditional bushfire narrative, drawing connections betwe…",0
2137,catastrophic,"Delhi, India","The Modi-Shah Govt’s anti people, anti labour policies have created catastrophic unemployment &amp; are weakening our PSUs to…",0
2138,catastrophic,"Launceston, Tasmania",#isitok to say P.M. Scott Morrison's response to catastrophic bushfires is woefully inadequate? #Scottnoclue.,0
2139,catastrophic,"0.9017° S, 34.5335° E",There is no brainy dictator. Only a system by the pple will work. Look at all th…,0
2140,catastrophic,,Right-wing Prime Minister Scott Morrison came to power in Australia tapping into a wellspring of resentment and touting his…,0
2141,catastrophic,"Katoomba, Blue Mountains",Conservationists and scientists fear bushfires that have ravaged parts of Australia have had a catastrophic impact on flora an…,0
2142,catastrophic,Cowleyfornia Dreaming,The point is that scientific consensus says that we need to cu… https://t.co/NSSCp6kQKs,0
2143,catastrophic,"England, United Kingdom","Yesterday, the Times reported the N.I. Health Service was facing ""a catastrophic breakdown"" because 5.3% of the populati…",0
2144,catastrophic,"York, England",But it eventually will have to work without... current consumption rates sugg… https://t.co/c3S1vcxgF6,0
2145,catastrophic,Australia,Conservationists and scientists fear bushfires that have ravaged parts of Australia have had a catastrophic impact… https://t.co/vUmSy99Ene,0
2147,catastrophic,"Czechia, se stim smiř",USA Today poll taken Tuesday &amp; Wednesday has catastrophic political news for Trump on Iran. I bet White House polling showed…,0
2148,catastrophic,"Liverpool, England","Flybe collapsing would be catastrophic for the UK and Ireland, far more so than Thomas Cook collapsing and ruining skiing holidays.",0
2149,catastrophic,hell,if you need me i’ll be attaching catastrophic meaning to minor events,0
2150,catastrophic,Sydney🇦🇺,"If that’s the case, Lebanon’s reputation would have been catastrophic, if tourists had formed their opin… https://t.co/TB7QLeUwim",0
2151,catastrophic,Melbourne Australia,Thank you . Bushfires and Bushfire smoke. Your catastrophic failure of leadership and your policy of climate…,0
2152,catastrophic,"Pretoria, South Africa",Top 5 Ernesto Valverde offenses • Anti-Cruffyian football • Catastrophic unforgivable nights in Rome &amp; Liverpool • Ruine…,0
2153,catastrophic,∞,That's adorable Bob - please keep sharing these little ditties with us appreciative chaps whilst ignor…,0
2154,catastrophic,バンクーバー,"""I am worried that we are experiencing a climate emergency that could have catastrophic implications for the next gener…",0
2155,catastrophic,Manning Point,#ThisIsNotJournalism The Coalition Govt Government buried climate risk action plan produced 18 months ago. It failed to pr…,0
2156,catastrophic,,When California's largest electric utility shut off power to millions of customers to prevent equipment from sparking catas…,0
2157,catastrophic,SF Bay Area,guardianeco: Australian fiction is already challenging the idea that catastrophic bushfire is normal | Rachel Fetherson htt…,0
2159,catastrophic,,"2019 was catastrophic, as I experienced it. And we are only at 1.1 °C of global warming!! https://t.co/cntr3OxWXi",0
2160,catastrophic,ACT,“Morrison knew a catastrophic fire season was on its way. The Home Affairs Department had risk reduction and mitigation s…,0
2161,catastrophic,Canberra - Australia,#ThisIsNotJournalism The Coalition Govt Government buried climate risk action plan produced 18 months ago. It fai… https://t.co/Ovmloubiwe,0
2162,catastrophic,,"“’Sundance’ appears to be the victim of a single, catastrophic wound from a Devourer Bullet, modified to fire from… https://t.co/ltJN4gITWO",0
2164,catastrophic,Brisbane,Losing catastrophic sums of money at festivals in order to get under $500 earned from comedy,0
2165,catastrophic,"Hampshire, England",Australian fiction is already challenging the idea that catastrophic bushfire is normal | Rachel Fetherston https://t.co/VXVbCVdxaL,0
2166,catastrophic,,This is truly frightening! Methane is the hidden trigger for Catastrophic Climate Breakdown. Trump is putting all future…,0
2167,catastrophic,London,I think we’d all turn to Jesus right now if we thought it would do anything. But nothing demonstrates t… https://t.co/hg0zBxow3q,0
2168,catastrophic,"Pietermaritzburg, South Africa",There's a new drug in town and you won't want to miss its catastrophic effects on tonight's all-new NCIS: Los Angeles. Stream i…,0
2169,catastrophic,,"So, Governor in his current role wants to bring suit against present-day mayors and municipalities like him…",0
2170,catastrophic,Tucson Arizona,Muslim Teen Laughs After Appearing in Court for Setting Fires. Yep! Muslims set the catastrophic fires in Australia. What…,0
2172,catastrophic,"Kwekwe, Zimbabwe","The late General Soleimani dared , saying he was waiting for him. The consequences of heightened rhetoric ar…",0
2173,catastrophic,"Boy From Makueni,KENYA",My goal as a parent is not to save my kids from all frustration and struggle. It is to let them learn while saving them…,0
2174,catastrophic,,"Humility. (I take 's point that it's required of Christians who aren't priests too, but I t… https://t.co/d3GofrOcoc",0
2176,catastrophic,,😩😩🤭🤭🤭That’s catastrophic 💔💔💔,0
2177,catastrophic,Regional NSW,‘The price of vegetables is expected to jump by up to 50% as catastrophic bushfires destroy crops&amp; shut down highways…,0
2178,catastrophic,Became Active September 2019,That's adorable Bob - please keep sharing these little ditties with us appreciative chaps whi… https://t.co/8XnWUWCEEG,0
2179,catastrophic,,Australian fiction is already challenging the idea that catastrophic bushfire is normal | Rachel Fetherston | Books… https://t.co/Qcl11vlmA9,0
2180,catastrophic,Sephora Sale Rack,"Cool, just slept 13 hours oops and mostly am worried what catastrophic news I missed it!",0
